county_fips,in.county,county_name,state_name,county_state_name
46115,G4601150,Spink County,South Dakota,"Spink County, South Dakota"
46117,G4601170,Stanley County,South Dakota,"Stanley County, South Dakota"
46119,G4601190,Sully County,South Dakota,"Sully County, South Dakota"
46121,G4601210,Todd County,South Dakota,"Todd County, South Dakota"
46123,G4601230,Tripp County,South Dakota,"Tripp County, South Dakota"
46125,G4601250,Turner County,South Dakota,"Turner County, South Dakota"
46127,G4601270,Union County,South Dakota,"Union County, South Dakota"
46129,G4601290,Walworth County,South Dakota,"Walworth County, South Dakota"
46135,G4601350,Yankton County,South Dakota,"Yankton County, South Dakota"
46137,G4601370,Ziebach County,South Dakota,"Ziebach County, South Dakota"
47001,G4700010,Anderson County,Tennessee,"Anderson County, Tennessee"
47003,G4700030,Bedford County,Tennessee,"Bedford County, Tennessee"
47005,G4700050,Benton County,Tennessee,"Benton County, Tennessee"
47007,G4700070,Bledsoe County,Tennessee,"Bledsoe County, Tennessee"
47009,G4700090,Blount County,Tennessee,"Blount County, Tennessee"
47011,G4700110,Bradley County,Tennessee,"Bradley County, Tennessee"
47013,G4700130,Campbell County,Tennessee,"Campbell County, Tennessee"
47015,G4700150,Cannon County,Tennessee,"Cannon County, Tennessee"
47017,G4700170,Carroll County,Tennessee,"Carroll County, Tennessee"
47019,G4700190,Carter County,Tennessee,"Carter County, Tennessee"
47021,G4700210,Cheatham County,Tennessee,"Cheatham County, Tennessee"
47023,G4700230,Chester County,Tennessee,"Chester County, Tennessee"
47025,G4700250,Claiborne County,Tennessee,"Claiborne County, Tennessee"
47027,G4700270,Clay County,Tennessee,"Clay County, Tennessee"
47029,G4700290,Cocke County,Tennessee,"Cocke County, Tennessee"
47031,G4700310,Coffee County,Tennessee,"Coffee County, Tennessee"
47033,G4700330,Crockett County,Tennessee,"Crockett County, Tennessee"
47035,G4700350,Cumberland County,Tennessee,"Cumberland County, Tennessee"
47037,G4700370,Davidson County,Tennessee,"Davidson County, Tennessee"
47039,G4700390,Decatur County,Tennessee,"Decatur County, Tennessee"
47041,G4700410,DeKalb County,Tennessee,"DeKalb County, Tennessee"
47043,G4700430,Dickson County,Tennessee,"Dickson County, Tennessee"
47045,G4700450,Dyer County,Tennessee,"Dyer County, Tennessee"
47047,G4700470,Fayette County,Tennessee,"Fayette County, Tennessee"
47049,G4700490,Fentress County,Tennessee,"Fentress County, Tennessee"
47051,G4700510,Franklin County,Tennessee,"Franklin County, Tennessee"
47053,G4700530,Gibson County,Tennessee,"Gibson County, Tennessee"
47055,G4700550,Giles County,Tennessee,"Giles County, Tennessee"
47057,G4700570,Grainger County,Tennessee,"Grainger County, Tennessee"
47059,G4700590,Greene County,Tennessee,"Greene County, Tennessee"
47061,G4700610,Grundy County,Tennessee,"Grundy County, Tennessee"
47063,G4700630,Hamblen County,Tennessee,"Hamblen County, Tennessee"
47065,G4700650,Hamilton County,Tennessee,"Hamilton County, Tennessee"
47067,G4700670,Hancock County,Tennessee,"Hancock County, Tennessee"
47069,G4700690,Hardeman County,Tennessee,"Hardeman County, Tennessee"
47071,G4700710,Hardin County,Tennessee,"Hardin County, Tennessee"
47073,G4700730,Hawkins County,Tennessee,"Hawkins County, Tennessee"
47075,G4700750,Haywood County,Tennessee,"Haywood County, Tennessee"
47077,G4700770,Henderson County,Tennessee,"Henderson County, Tennessee"
47079,G4700790,Henry County,Tennessee,"Henry County, Tennessee"
47081,G4700810,Hickman County,Tennessee,"Hickman County, Tennessee"
47083,G4700830,Houston County,Tennessee,"Houston County, Tennessee"
47085,G4700850,Humphreys County,Tennessee,"Humphreys County, Tennessee"
47087,G4700870,Jackson County,Tennessee,"Jackson County, Tennessee"
47089,G4700890,Jefferson County,Tennessee,"Jefferson County, Tennessee"
47091,G4700910,Johnson County,Tennessee,"Johnson County, Tennessee"
47093,G4700930,Knox County,Tennessee,"Knox County, Tennessee"
47095,G4700950,Lake County,Tennessee,"Lake County, Tennessee"
47097,G4700970,Lauderdale County,Tennessee,"Lauderdale County, Tennessee"
47099,G4700990,Lawrence County,Tennessee,"Lawrence County, Tennessee"
47101,G4701010,Lewis County,Tennessee,"Lewis County, Tennessee"
47103,G4701030,Lincoln County,Tennessee,"Lincoln County, Tennessee"
47105,G4701050,Loudon County,Tennessee,"Loudon County, Tennessee"
47107,G4701070,McMinn County,Tennessee,"McMinn County, Tennessee"
47109,G4701090,McNairy County,Tennessee,"McNairy County, Tennessee"
47111,G4701110,Macon County,Tennessee,"Macon County, Tennessee"
47113,G4701130,Madison County,Tennessee,"Madison County, Tennessee"
47115,G4701150,Marion County,Tennessee,"Marion County, Tennessee"
47117,G4701170,Marshall County,Tennessee,"Marshall County, Tennessee"
47119,G4701190,Maury County,Tennessee,"Maury County, Tennessee"
47121,G4701210,Meigs County,Tennessee,"Meigs County, Tennessee"
47123,G4701230,Monroe County,Tennessee,"Monroe County, Tennessee"
47125,G4701250,Montgomery County,Tennessee,"Montgomery County, Tennessee"
47127,G4701270,Moore County,Tennessee,"Moore County, Tennessee"
47129,G4701290,Morgan County,Tennessee,"Morgan County, Tennessee"
47131,G4701310,Obion County,Tennessee,"Obion County, Tennessee"
47133,G4701330,Overton County,Tennessee,"Overton County, Tennessee"
47135,G4701350,Perry County,Tennessee,"Perry County, Tennessee"
47137,G4701370,Pickett County,Tennessee,"Pickett County, Tennessee"
47139,G4701390,Polk County,Tennessee,"Polk County, Tennessee"
47141,G4701410,Putnam County,Tennessee,"Putnam County, Tennessee"
47143,G4701430,Rhea County,Tennessee,"Rhea County, Tennessee"
47145,G4701450,Roane County,Tennessee,"Roane County, Tennessee"
47147,G4701470,Robertson County,Tennessee,"Robertson County, Tennessee"
47149,G4701490,Rutherford County,Tennessee,"Rutherford County, Tennessee"
47151,G4701510,Scott County,Tennessee,"Scott County, Tennessee"
47153,G4701530,Sequatchie County,Tennessee,"Sequatchie County, Tennessee"
47155,G4701550,Sevier County,Tennessee,"Sevier County, Tennessee"
47157,G4701570,Shelby County,Tennessee,"Shelby County, Tennessee"
47159,G4701590,Smith County,Tennessee,"Smith County, Tennessee"
47161,G4701610,Stewart County,Tennessee,"Stewart County, Tennessee"
47163,G4701630,Sullivan County,Tennessee,"Sullivan County, Tennessee"
47165,G4701650,Sumner County,Tennessee,"Sumner County, Tennessee"
47167,G4701670,Tipton County,Tennessee,"Tipton County, Tennessee"
47169,G4701690,Trousdale County,Tennessee,"Trousdale County, Tennessee"
47171,G4701710,Unicoi County,Tennessee,"Unicoi County, Tennessee"
47173,G4701730,Union County,Tennessee,"Union County, Tennessee"
47175,G4701750,Van Buren County,Tennessee,"Van Buren County, Tennessee"
47177,G4701770,Warren County,Tennessee,"Warren County, Tennessee"
47179,G4701790,Washington County,Tennessee,"Washington County, Tennessee"
47181,G4701810,Wayne County,Tennessee,"Wayne County, Tennessee"
47183,G4701830,Weakley County,Tennessee,"Weakley County, Tennessee"
47185,G4701850,White County,Tennessee,"White County, Tennessee"
47187,G4701870,Williamson County,Tennessee,"Williamson County, Tennessee"
47189,G4701890,Wilson County,Tennessee,"Wilson County, Tennessee"
48001,G4800010,Anderson County,Texas,"Anderson County, Texas"
48003,G4800030,Andrews County,Texas,"Andrews County, Texas"
48005,G4800050,Angelina County,Texas,"Angelina County, Texas"
48007,G4800070,Aransas County,Texas,"Aransas County, Texas"
48009,G4800090,Archer County,Texas,"Archer County, Texas"
48011,G4800110,Armstrong County,Texas,"Armstrong County, Texas"
48013,G4800130,Atascosa County,Texas,"Atascosa County, Texas"
48015,G4800150,Austin County,Texas,"Austin County, Texas"
48017,G4800170,Bailey County,Texas,"Bailey County, Texas"
48019,G4800190,Bandera County,Texas,"Bandera County, Texas"
48021,G4800210,Bastrop County,Texas,"Bastrop County, Texas"
48023,G4800230,Baylor County,Texas,"Baylor County, Texas"
48025,G4800250,Bee County,Texas,"Bee County, Texas"
48027,G4800270,Bell County,Texas,"Bell County, Texas"
48029,G4800290,Bexar County,Texas,"Bexar County, Texas"
48031,G4800310,Blanco County,Texas,"Blanco County, Texas"
48033,G4800330,Borden County,Texas,"Borden County, Texas"
48035,G4800350,Bosque County,Texas,"Bosque County, Texas"
48037,G4800370,Bowie County,Texas,"Bowie County, Texas"
48039,G4800390,Brazoria County,Texas,"Brazoria County, Texas"
48041,G4800410,Brazos County,Texas,"Brazos County, Texas"
48043,G4800430,Brewster County,Texas,"Brewster County, Texas"
48045,G4800450,Briscoe County,Texas,"Briscoe County, Texas"
48047,G4800470,Brooks County,Texas,"Brooks County, Texas"
48049,G4800490,Brown County,Texas,"Brown County, Texas"
48051,G4800510,Burleson County,Texas,"Burleson County, Texas"
48053,G4800530,Burnet County,Texas,"Burnet County, Texas"
48055,G4800550,Caldwell County,Texas,"Caldwell County, Texas"
48057,G4800570,Calhoun County,Texas,"Calhoun County, Texas"
48059,G4800590,Callahan County,Texas,"Callahan County, Texas"
48061,G4800610,Cameron County,Texas,"Cameron County, Texas"
48063,G4800630,Camp County,Texas,"Camp County, Texas"
48065,G4800650,Carson County,Texas,"Carson County, Texas"
48067,G4800670,Cass County,Texas,"Cass County, Texas"
48069,G4800690,Castro County,Texas,"Castro County, Texas"
48071,G4800710,Chambers County,Texas,"Chambers County, Texas"
48073,G4800730,Cherokee County,Texas,"Cherokee County, Texas"
48075,G4800750,Childress County,Texas,"Childress County, Texas"
48077,G4800770,Clay County,Texas,"Clay County, Texas"
48079,G4800790,Cochran County,Texas,"Cochran County, Texas"
48081,G4800810,Coke County,Texas,"Coke County, Texas"
48083,G4800830,Coleman County,Texas,"Coleman County, Texas"
48085,G4800850,Collin County,Texas,"Collin County, Texas"
48087,G4800870,Collingsworth County,Texas,"Collingsworth County, Texas"
48089,G4800890,Colorado County,Texas,"Colorado County, Texas"
48091,G4800910,Comal County,Texas,"Comal County, Texas"
48093,G4800930,Comanche County,Texas,"Comanche County, Texas"
48095,G4800950,Concho County,Texas,"Concho County, Texas"
48097,G4800970,Cooke County,Texas,"Cooke County, Texas"
48099,G4800990,Coryell County,Texas,"Coryell County, Texas"
48101,G4801010,Cottle County,Texas,"Cottle County, Texas"
48103,G4801030,Crane County,Texas,"Crane County, Texas"
48105,G4801050,Crockett County,Texas,"Crockett County, Texas"
48107,G4801070,Crosby County,Texas,"Crosby County, Texas"
48109,G4801090,Culberson County,Texas,"Culberson County, Texas"
48111,G4801110,Dallam County,Texas,"Dallam County, Texas"
48113,G4801130,Dallas County,Texas,"Dallas County, Texas"
48115,G4801150,Dawson County,Texas,"Dawson County, Texas"
48117,G4801170,Deaf Smith County,Texas,"Deaf Smith County, Texas"
48119,G4801190,Delta County,Texas,"Delta County, Texas"
48121,G4801210,Denton County,Texas,"Denton County, Texas"
48123,G4801230,DeWitt County,Texas,"DeWitt County, Texas"
48125,G4801250,Dickens County,Texas,"Dickens County, Texas"
48127,G4801270,Dimmit County,Texas,"Dimmit County, Texas"
48129,G4801290,Donley County,Texas,"Donley County, Texas"
48131,G4801310,Duval County,Texas,"Duval County, Texas"
48133,G4801330,Eastland County,Texas,"Eastland County, Texas"
48135,G4801350,Ector County,Texas,"Ector County, Texas"
48137,G4801370,Edwards County,Texas,"Edwards County, Texas"
48139,G4801390,Ellis County,Texas,"Ellis County, Texas"
48141,G4801410,El Paso County,Texas,"El Paso County, Texas"
48143,G4801430,Erath County,Texas,"Erath County, Texas"
48145,G4801450,Falls County,Texas,"Falls County, Texas"
48147,G4801470,Fannin County,Texas,"Fannin County, Texas"
48149,G4801490,Fayette County,Texas,"Fayette County, Texas"
48151,G4801510,Fisher County,Texas,"Fisher County, Texas"
48153,G4801530,Floyd County,Texas,"Floyd County, Texas"
48155,G4801550,Foard County,Texas,"Foard County, Texas"
48157,G4801570,Fort Bend County,Texas,"Fort Bend County, Texas"
48159,G4801590,Franklin County,Texas,"Franklin County, Texas"
48161,G4801610,Freestone County,Texas,"Freestone County, Texas"
48163,G4801630,Frio County,Texas,"Frio County, Texas"
48165,G4801650,Gaines County,Texas,"Gaines County, Texas"
48167,G4801670,Galveston County,Texas,"Galveston County, Texas"
48169,G4801690,Garza County,Texas,"Garza County, Texas"
48171,G4801710,Gillespie County,Texas,"Gillespie County, Texas"
48173,G4801730,Glasscock County,Texas,"Glasscock County, Texas"
48175,G4801750,Goliad County,Texas,"Goliad County, Texas"
48177,G4801770,Gonzales County,Texas,"Gonzales County, Texas"
48179,G4801790,Gray County,Texas,"Gray County, Texas"
48181,G4801810,Grayson County,Texas,"Grayson County, Texas"
48183,G4801830,Gregg County,Texas,"Gregg County, Texas"
48185,G4801850,Grimes County,Texas,"Grimes County, Texas"
48187,G4801870,Guadalupe County,Texas,"Guadalupe County, Texas"
48189,G4801890,Hale County,Texas,"Hale County, Texas"
48191,G4801910,Hall County,Texas,"Hall County, Texas"
48193,G4801930,Hamilton County,Texas,"Hamilton County, Texas"
48195,G4801950,Hansford County,Texas,"Hansford County, Texas"
48197,G4801970,Hardeman County,Texas,"Hardeman County, Texas"
48199,G4801990,Hardin County,Texas,"Hardin County, Texas"
48201,G4802010,Harris County,Texas,"Harris County, Texas"
48203,G4802030,Harrison County,Texas,"Harrison County, Texas"
48205,G4802050,Hartley County,Texas,"Hartley County, Texas"
48207,G4802070,Haskell County,Texas,"Haskell County, Texas"
48209,G4802090,Hays County,Texas,"Hays County, Texas"
48211,G4802110,Hemphill County,Texas,"Hemphill County, Texas"
48213,G4802130,Henderson County,Texas,"Henderson County, Texas"
48215,G4802150,Hidalgo County,Texas,"Hidalgo County, Texas"
48217,G4802170,Hill County,Texas,"Hill County, Texas"
48219,G4802190,Hockley County,Texas,"Hockley County, Texas"
48221,G4802210,Hood County,Texas,"Hood County, Texas"
48223,G4802230,Hopkins County,Texas,"Hopkins County, Texas"
48225,G4802250,Houston County,Texas,"Houston County, Texas"
48227,G4802270,Howard County,Texas,"Howard County, Texas"
48229,G4802290,Hudspeth County,Texas,"Hudspeth County, Texas"
48231,G4802310,Hunt County,Texas,"Hunt County, Texas"
48233,G4802330,Hutchinson County,Texas,"Hutchinson County, Texas"
48235,G4802350,Irion County,Texas,"Irion County, Texas"
48237,G4802370,Jack County,Texas,"Jack County, Texas"
48239,G4802390,Jackson County,Texas,"Jackson County, Texas"
48241,G4802410,Jasper County,Texas,"Jasper County, Texas"
48243,G4802430,Jeff Davis County,Texas,"Jeff Davis County, Texas"
48245,G4802450,Jefferson County,Texas,"Jefferson County, Texas"
48247,G4802470,Jim Hogg County,Texas,"Jim Hogg County, Texas"
48249,G4802490,Jim Wells County,Texas,"Jim Wells County, Texas"
48251,G4802510,Johnson County,Texas,"Johnson County, Texas"
48253,G4802530,Jones County,Texas,"Jones County, Texas"
48255,G4802550,Karnes County,Texas,"Karnes County, Texas"
48257,G4802570,Kaufman County,Texas,"Kaufman County, Texas"
48259,G4802590,Kendall County,Texas,"Kendall County, Texas"
48261,G4802610,Kenedy County,Texas,"Kenedy County, Texas"
48263,G4802630,Kent County,Texas,"Kent County, Texas"
48265,G4802650,Kerr County,Texas,"Kerr County, Texas"
48267,G4802670,Kimble County,Texas,"Kimble County, Texas"
48269,G4802690,King County,Texas,"King County, Texas"
48271,G4802710,Kinney County,Texas,"Kinney County, Texas"
48273,G4802730,Kleberg County,Texas,"Kleberg County, Texas"
48275,G4802750,Knox County,Texas,"Knox County, Texas"
48277,G4802770,Lamar County,Texas,"Lamar County, Texas"
48279,G4802790,Lamb County,Texas,"Lamb County, Texas"
48281,G4802810,Lampasas County,Texas,"Lampasas County, Texas"
48283,G4802830,La Salle County,Texas,"La Salle County, Texas"
48285,G4802850,Lavaca County,Texas,"Lavaca County, Texas"
48287,G4802870,Lee County,Texas,"Lee County, Texas"
48289,G4802890,Leon County,Texas,"Leon County, Texas"
48291,G4802910,Liberty County,Texas,"Liberty County, Texas"
48293,G4802930,Limestone County,Texas,"Limestone County, Texas"
48295,G4802950,Lipscomb County,Texas,"Lipscomb County, Texas"
48297,G4802970,Live Oak County,Texas,"Live Oak County, Texas"
48299,G4802990,Llano County,Texas,"Llano County, Texas"
48301,G4803010,Loving County,Texas,"Loving County, Texas"
48303,G4803030,Lubbock County,Texas,"Lubbock County, Texas"
48305,G4803050,Lynn County,Texas,"Lynn County, Texas"
48307,G4803070,McCulloch County,Texas,"McCulloch County, Texas"
48309,G4803090,McLennan County,Texas,"McLennan County, Texas"
48311,G4803110,McMullen County,Texas,"McMullen County, Texas"
48313,G4803130,Madison County,Texas,"Madison County, Texas"
48315,G4803150,Marion County,Texas,"Marion County, Texas"
48317,G4803170,Martin County,Texas,"Martin County, Texas"
48319,G4803190,Mason County,Texas,"Mason County, Texas"
48321,G4803210,Matagorda County,Texas,"Matagorda County, Texas"
48323,G4803230,Maverick County,Texas,"Maverick County, Texas"
48325,G4803250,Medina County,Texas,"Medina County, Texas"
48327,G4803270,Menard County,Texas,"Menard County, Texas"
48329,G4803290,Midland County,Texas,"Midland County, Texas"
48331,G4803310,Milam County,Texas,"Milam County, Texas"
48333,G4803330,Mills County,Texas,"Mills County, Texas"
48335,G4803350,Mitchell County,Texas,"Mitchell County, Texas"
48337,G4803370,Montague County,Texas,"Montague County, Texas"
48339,G4803390,Montgomery County,Texas,"Montgomery County, Texas"
48341,G4803410,Moore County,Texas,"Moore County, Texas"
48343,G4803430,Morris County,Texas,"Morris County, Texas"
48345,G4803450,Motley County,Texas,"Motley County, Texas"
48347,G4803470,Nacogdoches County,Texas,"Nacogdoches County, Texas"
48349,G4803490,Navarro County,Texas,"Navarro County, Texas"
48351,G4803510,Newton County,Texas,"Newton County, Texas"
48353,G4803530,Nolan County,Texas,"Nolan County, Texas"
48355,G4803550,Nueces County,Texas,"Nueces County, Texas"
48357,G4803570,Ochiltree County,Texas,"Ochiltree County, Texas"
48359,G4803590,Oldham County,Texas,"Oldham County, Texas"
48361,G4803610,Orange County,Texas,"Orange County, Texas"
48363,G4803630,Palo Pinto County,Texas,"Palo Pinto County, Texas"
48365,G4803650,Panola County,Texas,"Panola County, Texas"
48367,G4803670,Parker County,Texas,"Parker County, Texas"
48369,G4803690,Parmer County,Texas,"Parmer County, Texas"
48371,G4803710,Pecos County,Texas,"Pecos County, Texas"
48373,G4803730,Polk County,Texas,"Polk County, Texas"
48375,G4803750,Potter County,Texas,"Potter County, Texas"
48377,G4803770,Presidio County,Texas,"Presidio County, Texas"
48379,G4803790,Rains County,Texas,"Rains County, Texas"
48381,G4803810,Randall County,Texas,"Randall County, Texas"
48383,G4803830,Reagan County,Texas,"Reagan County, Texas"
48385,G4803850,Real County,Texas,"Real County, Texas"
48387,G4803870,Red River County,Texas,"Red River County, Texas"
48389,G4803890,Reeves County,Texas,"Reeves County, Texas"
48391,G4803910,Refugio County,Texas,"Refugio County, Texas"
48393,G4803930,Roberts County,Texas,"Roberts County, Texas"
48395,G4803950,Robertson County,Texas,"Robertson County, Texas"
48397,G4803970,Rockwall County,Texas,"Rockwall County, Texas"
48399,G4803990,Runnels County,Texas,"Runnels County, Texas"
48401,G4804010,Rusk County,Texas,"Rusk County, Texas"
48403,G4804030,Sabine County,Texas,"Sabine County, Texas"
48405,G4804050,San Augustine County,Texas,"San Augustine County, Texas"
48407,G4804070,San Jacinto County,Texas,"San Jacinto County, Texas"
48409,G4804090,San Patricio County,Texas,"San Patricio County, Texas"
48411,G4804110,San Saba County,Texas,"San Saba County, Texas"
48413,G4804130,Schleicher County,Texas,"Schleicher County, Texas"
48415,G4804150,Scurry County,Texas,"Scurry County, Texas"
48417,G4804170,Shackelford County,Texas,"Shackelford County, Texas"
48419,G4804190,Shelby County,Texas,"Shelby County, Texas"
48421,G4804210,Sherman County,Texas,"Sherman County, Texas"
48423,G4804230,Smith County,Texas,"Smith County, Texas"
48425,G4804250,Somervell County,Texas,"Somervell County, Texas"
48427,G4804270,Starr County,Texas,"Starr County, Texas"
48429,G4804290,Stephens County,Texas,"Stephens County, Texas"
48431,G4804310,Sterling County,Texas,"Sterling County, Texas"
48433,G4804330,Stonewall County,Texas,"Stonewall County, Texas"
48435,G4804350,Sutton County,Texas,"Sutton County, Texas"
48437,G4804370,Swisher County,Texas,"Swisher County, Texas"
48439,G4804390,Tarrant County,Texas,"Tarrant County, Texas"
48441,G4804410,Taylor County,Texas,"Taylor County, Texas"
48443,G4804430,Terrell County,Texas,"Terrell County, Texas"
48445,G4804450,Terry County,Texas,"Terry County, Texas"
48447,G4804470,Throckmorton County,Texas,"Throckmorton County, Texas"
48449,G4804490,Titus County,Texas,"Titus County, Texas"
48451,G4804510,Tom Green County,Texas,"Tom Green County, Texas"
48453,G4804530,Travis County,Texas,"Travis County, Texas"
48455,G4804550,Trinity County,Texas,"Trinity County, Texas"
48457,G4804570,Tyler County,Texas,"Tyler County, Texas"
48459,G4804590,Upshur County,Texas,"Upshur County, Texas"
48461,G4804610,Upton County,Texas,"Upton County, Texas"
48463,G4804630,Uvalde County,Texas,"Uvalde County, Texas"
48465,G4804650,Val Verde County,Texas,"Val Verde County, Texas"
48467,G4804670,Van Zandt County,Texas,"Van Zandt County, Texas"
48469,G4804690,Victoria County,Texas,"Victoria County, Texas"
48471,G4804710,Walker County,Texas,"Walker County, Texas"
48473,G4804730,Waller County,Texas,"Waller County, Texas"
48475,G4804750,Ward County,Texas,"Ward County, Texas"
48477,G4804770,Washington County,Texas,"Washington County, Texas"
48479,G4804790,Webb County,Texas,"Webb County, Texas"
48481,G4804810,Wharton County,Texas,"Wharton County, Texas"
48483,G4804830,Wheeler County,Texas,"Wheeler County, Texas"
48485,G4804850,Wichita County,Texas,"Wichita County, Texas"
48487,G4804870,Wilbarger County,Texas,"Wilbarger County, Texas"
48489,G4804890,Willacy County,Texas,"Willacy County, Texas"
48491,G4804910,Williamson County,Texas,"Williamson County, Texas"
48493,G4804930,Wilson County,Texas,"Wilson County, Texas"
48495,G4804950,Winkler County,Texas,"Winkler County, Texas"
48497,G4804970,Wise County,Texas,"Wise County, Texas"
48499,G4804990,Wood County,Texas,"Wood County, Texas"
48501,G4805010,Yoakum County,Texas,"Yoakum County, Texas"
48503,G4805030,Young County,Texas,"Young County, Texas"
48505,G4805050,Zapata County,Texas,"Zapata County, Texas"
48507,G4805070,Zavala County,Texas,"Zavala County, Texas"
49001,G4900010,Beaver County,Utah,"Beaver County, Utah"
49003,G4900030,Box Elder County,Utah,"Box Elder County, Utah"
49005,G4900050,Cache County,Utah,"Cache County, Utah"
49007,G4900070,Carbon County,Utah,"Carbon County, Utah"
49009,G4900090,Daggett County,Utah,"Daggett County, Utah"
49011,G4900110,Davis County,Utah,"Davis County, Utah"
49013,G4900130,Duchesne County,Utah,"Duchesne County, Utah"
49015,G4900150,Emery County,Utah,"Emery County, Utah"
49017,G4900170,Garfield County,Utah,"Garfield County, Utah"
49019,G4900190,Grand County,Utah,"Grand County, Utah"
49021,G4900210,Iron County,Utah,"Iron County, Utah"
49023,G4900230,Juab County,Utah,"Juab County, Utah"
49025,G4900250,Kane County,Utah,"Kane County, Utah"
49027,G4900270,Millard County,Utah,"Millard County, Utah"
49029,G4900290,Morgan County,Utah,"Morgan County, Utah"
49031,G4900310,Piute County,Utah,"Piute County, Utah"
49033,G4900330,Rich County,Utah,"Rich County, Utah"
49035,G4900350,Salt Lake County,Utah,"Salt Lake County, Utah"
49037,G4900370,San Juan County,Utah,"San Juan County, Utah"
49039,G4900390,Sanpete County,Utah,"Sanpete County, Utah"
49041,G4900410,Sevier County,Utah,"Sevier County, Utah"
49043,G4900430,Summit County,Utah,"Summit County, Utah"
49045,G4900450,Tooele County,Utah,"Tooele County, Utah"
49047,G4900470,Uintah County,Utah,"Uintah County, Utah"
49049,G4900490,Utah County,Utah,"Utah County, Utah"
49051,G4900510,Wasatch County,Utah,"Wasatch County, Utah"
49053,G4900530,Washington County,Utah,"Washington County, Utah"
49055,G4900550,Wayne County,Utah,"Wayne County, Utah"
49057,G4900570,Weber County,Utah,"Weber County, Utah"
50001,G5000010,Addison County,Vermont,"Addison County, Vermont"
50003,G5000030,Bennington County,Vermont,"Bennington County, Vermont"
50005,G5000050,Caledonia County,Vermont,"Caledonia County, Vermont"
50007,G5000070,Chittenden County,Vermont,"Chittenden County, Vermont"
50009,G5000090,Essex County,Vermont,"Essex County, Vermont"
50011,G5000110,Franklin County,Vermont,"Franklin County, Vermont"
50013,G5000130,Grand Isle County,Vermont,"Grand Isle County, Vermont"
50015,G5000150,Lamoille County,Vermont,"Lamoille County, Vermont"
50017,G5000170,Orange County,Vermont,"Orange County, Vermont"
50019,G5000190,Orleans County,Vermont,"Orleans County, Vermont"
50021,G5000210,Rutland County,Vermont,"Rutland County, Vermont"
50023,G5000230,Washington County,Vermont,"Washington County, Vermont"
50025,G5000250,Windham County,Vermont,"Windham County, Vermont"
50027,G5000270,Windsor County,Vermont,"Windsor County, Vermont"
51001,G5100010,Accomack County,Virginia,"Accomack County, Virginia"
51003,G5100030,Albemarle County,Virginia,"Albemarle County, Virginia"
51005,G5100050,Alleghany County,Virginia,"Alleghany County, Virginia"
51007,G5100070,Amelia County,Virginia,"Amelia County, Virginia"
51009,G5100090,Amherst County,Virginia,"Amherst County, Virginia"
51011,G5100110,Appomattox County,Virginia,"Appomattox County, Virginia"
51013,G5100130,Arlington County,Virginia,"Arlington County, Virginia"
51015,G5100150,Augusta County,Virginia,"Augusta County, Virginia"
51017,G5100170,Bath County,Virginia,"Bath County, Virginia"
51019,G5100190,Bedford County,Virginia,"Bedford County, Virginia"
51021,G5100210,Bland County,Virginia,"Bland County, Virginia"
51023,G5100230,Botetourt County,Virginia,"Botetourt County, Virginia"
51025,G5100250,Brunswick County,Virginia,"Brunswick County, Virginia"
51027,G5100270,Buchanan County,Virginia,"Buchanan County, Virginia"
51029,G5100290,Buckingham County,Virginia,"Buckingham County, Virginia"
51031,G5100310,Campbell County,Virginia,"Campbell County, Virginia"
51033,G5100330,Caroline County,Virginia,"Caroline County, Virginia"
51035,G5100350,Carroll County,Virginia,"Carroll County, Virginia"
51036,G5100360,Charles City County,Virginia,"Charles City County, Virginia"
51037,G5100370,Charlotte County,Virginia,"Charlotte County, Virginia"
51041,G5100410,Chesterfield County,Virginia,"Chesterfield County, Virginia"
51043,G5100430,Clarke County,Virginia,"Clarke County, Virginia"
51045,G5100450,Craig County,Virginia,"Craig County, Virginia"
51047,G5100470,Culpeper County,Virginia,"Culpeper County, Virginia"
51049,G5100490,Cumberland County,Virginia,"Cumberland County, Virginia"
51051,G5100510,Dickenson County,Virginia,"Dickenson County, Virginia"
51053,G5100530,Dinwiddie County,Virginia,"Dinwiddie County, Virginia"
51057,G5100570,Essex County,Virginia,"Essex County, Virginia"
51059,G5100590,Fairfax County,Virginia,"Fairfax County, Virginia"
51061,G5100610,Fauquier County,Virginia,"Fauquier County, Virginia"
51063,G5100630,Floyd County,Virginia,"Floyd County, Virginia"
51065,G5100650,Fluvanna County,Virginia,"Fluvanna County, Virginia"
51067,G5100670,Franklin County,Virginia,"Franklin County, Virginia"
51069,G5100690,Frederick County,Virginia,"Frederick County, Virginia"
51071,G5100710,Giles County,Virginia,"Giles County, Virginia"
51073,G5100730,Gloucester County,Virginia,"Gloucester County, Virginia"
51075,G5100750,Goochland County,Virginia,"Goochland County, Virginia"
51077,G5100770,Grayson County,Virginia,"Grayson County, Virginia"
51079,G5100790,Greene County,Virginia,"Greene County, Virginia"
51081,G5100810,Greensville County,Virginia,"Greensville County, Virginia"
51083,G5100830,Halifax County,Virginia,"Halifax County, Virginia"
51085,G5100850,Hanover County,Virginia,"Hanover County, Virginia"
51087,G5100870,Henrico County,Virginia,"Henrico County, Virginia"
51089,G5100890,Henry County,Virginia,"Henry County, Virginia"
51091,G5100910,Highland County,Virginia,"Highland County, Virginia"
51093,G5100930,Isle of Wight County,Virginia,"Isle of Wight County, Virginia"
